,id1,source_1,id2,source_2
516,937,"Tanned or crust hides and skins; of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet blue)",39897,reptiles
517,940,"Furskins; raw, of Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",22694,india
518,943,"Furskins; raw, heads, tails, paws and other pieces or cuttings, suitable for furrier's use, excluding goods of heading no. 4101, 4102 and 4103",6220,cuttings
519,946,"Furskins; tanned or dressed, heads, tails, paws and other pieces or cuttings, not assembled, excluding goods of heading no. 4303",42620,tin
520,948,"Furskin articles,  other than apparel and clothing accessories",46292,clothing
521,949,"Wood; in chips or particles, coniferous",37018,nif
522,950,"Wood; in chips or particles, non-coniferous",44077,wood
523,951,"Wood; sawdust, waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",8146,briquettes
524,952,"Wood; for fuel, sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms; wood pellets",29601,logs
525,953,"Wood; charcoal (including shell or nut charcoal), whether or not agglomerated",3548,charcoal
526,954,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives",504,creosote
527,955,"Wood; coniferous, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",40415,sap
528,956,"Wood; dark red meranti, light red meranti, meranti bakau; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",40447,sapwood
529,957,"Wood, tropical; (as specified in subheading note 1, chapter 44, customs tariff), n.e.s. in item no. 4403.41, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",43593,bark
530,959,"Wood; beech, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",19388,eec
531,961,"Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",27756,length
532,963,"Wood, coniferous; sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",42528,thickness
533,964,"Wood; meranti, lauan, seraya, alan, keruing, ramin, kapur, jelutong, teak, jongkong, merbau, kempas; sawn or chipped lengthwise, sliced or peeled, thicker than 6mm",7480,jelutong
534,965,"Wood; okoume, obeche, sapelli, sipo, acajou d'afrique, makore, iroko, tiama, mansonia, ilomba, dibetou, limba, azobe; sawn or chipped lengthwise, sliced or peeled, thicker than 6mm",4002,iroko
535,973,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",39452,acer
536,974,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",39378,prunus
537,975,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",14182,fraxinus
538,977,"Wood; n.e.s. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, not thicker than 6mm",38889,plywood
539,978,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edge or face, whether or not planed, sanded or finger-jointed",12676,flooring
540,979,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",15366,rq
541,980,"Wood; non-coniferous other than bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",46789,face
542,981,"Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, waferboard, including oriented strand board",37432,oriente
543,982,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances",39911,resins
544,984,"Particle board and similar board; of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",45300,materials
545,985,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm",6531,density
546,994,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, not containing an outer ply of non-coniferous or tropical wood (as specified in subheading note 1, chapter 44, customs tariff)",12288,tropical wood
547,996,"Cork; natural cork, raw or simply prepared",5742,cork
548,998,"Cork,  articles of natural cork other than corks and stoppers",11291,stoppers
549,999,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",11370,cylinders
550,1001,"Wood pulp,  mechanical wood pulp",32625,mechanical pulp
551,1002,"Wood pulp; chemical wood pulp, dissolving grades",6874,dissolving
552,1003,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood",3636,soda pulp
553,1004,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood",39586,pulp
554,1007,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood",3639,sulphite pulp
555,1011,"Wood pulp,  semi-chemical",3635,chemical pulp
556,1012,"Pulp,  of fibres derived from recovered (waste and scrap) paper or paperboard",11931,fibres
557,1014,"Pulp; of fibrous cellulosic material (other than wood or cotton linters pulp), mechanical",41498,lulo
558,1016,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",37693,paper
559,1017,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",32130,mass
560,1018,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",17263,journals
561,1019,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",37702,paperboard
562,1020,"Newsprint,  in rolls or sheets",36967,newsprint
563,1029,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",5919,fibre content
564,1037,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets",48694,layers
565,1038,"Paper; copying and transfer paper (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls exceeding 36cm wide or rectangular sheets with a side exceeding 36cm",16979,ffs
566,1043,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, 4810 or 4818",9897,asphalt
567,1044,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.s. in chapter 48, in rolls or sheets",3138,cellulose
568,1046,"Silk,  silk-worm cocoons suitable for reeling",21006,cocoons
569,1047,"Silk,  raw silk (not thrown)",41154,silk
570,1048,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garneted stock)",47133,toc
571,1050,"Wool; (not carded or combed), greasy (including fleece-washed wool), shorn",44103,fleece
572,1055,"Hair; fine animal hair, not carded or combed, of kashmir (cashmere) goats",5037,cashmere
573,1056,"Hair; fine animal hair, not carded or combed, other than of kashmir (cashmere) goats",25178,kashmir
574,1070,"Flax; raw or retted, but not spun",12540,flax
575,1074,"Hemp (cannabis sativa L.); raw or retted, but not spun",1734,canna
576,1075,"Hemp (cannabis sativa L.); processed (other than retted) (but not spun), true hemp tow and waste (including yarn waste and garnetted stock)",1761,cannabis
577,1076,"Jute and other textile bast fibres; raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)",13941,nabis
578,1077,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",20227,hemp
579,1081,"Skins and other parts of birds with their feathers or down; feathers, parts of feathers, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",652,down
580,1082,"Tools, hand; n.e.s. in heading no. 8201, of a kind used in agriculture, horticulture or forestry",6185,agriculture
581,1083,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes",3704,weeders
582,1084,"Seeders, planters and transplanters",8929,planters
583,1085,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use",11739,fertilizer distributors
584,1086,"Rollers,  for lawns or sports-grounds",1506,law
585,1087,"Machinery,  parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds",6160,cultivation
586,1088,"Mowers,  n.e.s. in item no. 8433.1 (including cutter bars for tractor mounting)",8821,cutter bars
587,1089,Haymaking machinery,5493,haymaking
588,1090,"Balers; straw or fodder balers, including pick-up balers",20657,fodder
589,1091,Combine harvester-threshers,42546,threshers
590,1092,"Threshing machinery,  other than combine harvester-threshers",9270,machinery
591,1093,"Harvesting machinery,  for roots or tubers",19605,harvesting
592,1095,"Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce",5159,cleaning
593,1096,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers",35710,mowers
594,1097,Milking machines,34322,milking
595,1099,"Milking machines and dairy machinery,  parts thereof",34333,milking machines
596,1100,"Machinery,  for preparing animal feeding stuffs",11475,animal feed
597,1101,"Poultry-keeping machinery,  other than incubators and brooders",8850,incubators
598,1102,"Machinery; for agricultural, horticultural or forestry use and n.e.s. in heading no. 8436",13780,forestry
599,1103,"Machinery,  parts of poultry-keeping machinery or poultry incubators and brooders",8868,brooders
600,1104,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.s. in heading no. 8436",39936,rest
601,1105,"Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables",17755,grading
602,1106,"Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery",22954,industry
603,1107,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)",35988,arts
604,1108,"Tractors,  track-laying",9005,track laying tractors
605,1109,"Tractors,  nes in heading no 8701 (other than tractors of heading no 8709)",42725,tractors
606,1112,Fowls spec.gallus domestic.w<=185g pure-bred breeding,3731,domestic fowl
607,1116,"Shrimp of cold water (pandalus spp.), whole, frozen",37649,pandalus
608,1117,"Integral milk, powder, etc.fat cont>1, 5%, conc.added sugar",6992,milk powder
609,1118,Butter,1286,butter oil
610,1120,"Fresh (unripened or uncured) cheese, muzzarella type",44366,fresh cheese
611,1121,"Other fresh cheese (unripened or uncured), incl.curd, etc",43388,urd
612,1129,"Fresh, etc.bladders and stomach of anim.exc.fish",45535,bladder
613,1131,Orchids cuttings and slips,37384,orchids
614,1132,Other cuttings and slips of ornamental plants,40090,rna
615,1149,Malting barley,1643,malting
616,1167,"Peanuts shelled, whether or not broken",1150,peanuts
617,1169,"Low erucic acid rape seeds, for sowing",9591,erucic acid
618,1173,"Sunflower seeds, for sowing",43137,sun
619,1177,"Other sesamum seeds, whether or not broken",40797,sesamum
620,1185,"Oregano, fresh or dried forperfumery, medicine, etc.",18612,oregano
621,1186,"Oth.plants/part, fresh/dried, forperfumery, medicine, etc",32756,medicine
622,1187,Stevia rebaudiana,7986,stevia
623,2646,Lac,0,leveillula lactucae-serriolae
624,1190,"Other gums,  resins,  gum-resins,  oleoresins,  natural",37315,oleoresins
625,1191,"Juices and extracts, of seed of pomelo (""grapefruit"")",14646,fruit juices
626,1192,Juices and extracts of ginkgo biloba dried,1071,ginkgo
627,1195,"Juices and extracts, of silymarin",19627,silymarin
628,1196,Juice/extracts of pyrethrum/the root of plant containing rotenone,40169,rotenone
629,1199,Other cotton linters,5817,lint (cotton)
630,1200,"Beef tallow, crude",44389,beef
631,1208,"Olive oil, refined",8733,olive oil
632,1216,"Palm kernel oil, crude",8432,oil palm
633,1218,Other babassu oil,40685,babassu oil
634,1221,"Maize (corn) oil, refined, in container with capacity<=5l",12343,maize oil
635,1228,"Rooster/chicken, uncooked, meat > 57% weight",7197,chicken meat
636,1231,"Prepared preserved, of sardines, whole or in pieces",40474,sardines
637,1236,Chemically pure glucose,16384,glucose
638,1243,"Chewing gums, without cocoa, whether or n/sugar-coated",18941,gums
639,1245,"Chocolates, caramels, sweets, tablets, not containing cocoa",11308,caramel
640,1246,"Oth.products sugar confectionery, no cocoa",5571,confectionery
641,1251,"Modified milk, preparations for infant use",2766,nfa
642,1262,Mashed banana (Musa spp.),36032,musa
643,1272,"Peach juice with Brix value not less than 60, with added sugar and other sweeteners or not",39692,sweeteners
644,1273,Passion fruit juice (Passiflora edulis) with added sugar and other sweeteners or not,12693,flora
645,1279,"Leveduras vivas ""saccharomyces boulardii""",40297,saccharomyces
646,1288,"Mayonnaise immediate packings, weighing<= 1kg",1696,mayonnaise
647,1291,"Other condiments and mixed seasonings, composed",3067,seas
648,1299,Other preparations for elaboration of drinks,26271,labor
649,1303,"Chewing gum, without sugar",3720,chewing gum
650,1304,"Caramels, sweets, tablets and similar prod., ithout sugar",42096,sweets
651,1306,"Wine of fresh grapes, ""champagne"" type",1660,amp
652,1307,Other wine of fresh grapes and sparkling,44670,apes
653,1308,Grape must,11517,grape must
654,1309,Cider,4591,ciders
655,1310,Oth.ferm.beverages and mixtures of ferm.beverages,44736,beverages
656,1311,"Ethyl alcohol, not undenatured, water content<=1%",15920,alcohol content
657,1312,"Other ethyl alcohol, not undenatured",798,ethyl alcohol
658,1313,Ethyl alcohol with water content <= 1% volume,43798,volume
659,1318,"Flours, meals and pellets, of meat, unfit forhuman consump.",2767,nfi
660,1327,"Complete/composed foods, for animals",13476,foods
661,1328,"Preparations containing xylanase and betagluconase, with support of wheat flour",44687,beta
662,1329,Other preparations for animal feeding,28139,animal feeding
663,1330,"Unman.tobac.n/stem./stripped, leaves, wit.drying, unfer",7234,drying
664,1331,"Unman.wrapper tobacco n/stemmed, n/stripped, leaves, etc",27566,leaves
665,1338,Sulphuric acid,42121,sulphuric acid
666,1339,Phosphoric acid with tenor of iron<750 ppm,24103,iron
667,4694,Hexachlorobenzene,14816,hcb (hexachlorobenzene)
668,1345,Lecithins and other phosphoaminolipids,27599,lecithins
669,1346,Diuron,14776,diuron
670,1348,Aspartam,7504,aspartame
671,1349,Other thiocarbamates,1977,thiocarbamates
672,1350,Ziram and sodium dimethyldithiocarbamate,40883,ziram
673,1351,Zinc diethyldithiocarbamate,6682,diet
674,1352,Zinc dibutyldithiocarbamate,44269,zinc
675,1355,Quercetin,19880,quercetin
676,1359,"Other phenylbutazone, its salts",2245,phenylbutazone
677,1365,Oth.heterocyclic comp.w/fluorine and/or br.coval.bond.,12851,fluorine
678,1366,Picloram,14913,picloram
679,1367,Chlorpyrifos,14735,chlorpyrifos
680,1370,(2-methyl-3-chloroaniline)nicotinic acid/lysine salts,30340,lysine
681,1373,Mazetapir (rs)-5-ethyl-2-(4-isopropyl-4-methyl-5-etc.,7737,tapir
682,1381,Isoniazid,1395,isoniazid
683,1386,"Enrofloxacin, piperazine salts",38445,piper
684,1387,Fluorouracil,12871,fluorouracil
685,1389,Diazinon,14751,diazinon
686,1391,6-mercaptopurine,43425,urine
687,1393,Trimethoprim,42906,trimethoprim
688,1401,Atrazine,14671,atrazine
689,1402,Simazine,14938,simazine
690,1403,Cyanazine,14742,cyanazine
691,1404,Oth.heteroc.comp.triazine ring with chlorine coval.bond,3955,chlorine
692,1405,"N, n, n-trihydroxyethylhexahydrotriazine",28319,lh
693,1406,Metribuzin,14862,metribuzin
694,1408,Ametryn,14660,ametryn
695,1412,"2, 2'-dithiobis(benzothiazole)(benzothiazole disulphide)",18487,disul
696,1416,2-(4-morpholinylthio)benzothiaz.(n-oxydiethyleneben.etc,9934,ethylene
697,1419,Oth.heterocyclic compounds with benzothiazole ring,20428,heterocyclic compounds
698,1423,"Sodium nitrate, natural, containing nitrogen<=16.3%",41328,sodium
699,1430,"Other mineral or chemical fertilisers, potassic",11765,fertilisers
700,1431,Diammonium hydrogenorthophosphate arsenic>=6mg/kg,39418,arsenic
701,1438,"Essential oil, of japanese mint (mentha arvensis)",25210,japan
702,1439,"Essential oil,  of ""mentha spearmint""(mentha viridis l)",33268,mentha
703,1443,"Essential oil, of guaiacum (bulnesia sarmientoi)",17484,sar
704,1445,"Essential oil, of palmarosa",40154,rosa
705,1448,"Essential oil, of eucalyptus",9998,eucalyptus
706,1449,"Other essential oils, of lavender",27408,lavender
707,1451,Other essential oils,9797,essential oils
708,1457,Other caseinates and other casein derivatives,2488,caseinates
709,1466,Insecticide based on acephate presented in another way,14653,acephate
710,1467,"Insecticide based on cypermethrins/permethrin, other way",14746,cypermethrin
711,1468,"Insecticide based on aluminium phosphide, presented in another way",15172,aluminium
712,1469,"Insecticide based on trichlorfon or dichlorvos, presented in another way",14758,dichlorvos
713,1472,"Fungicide based on copper hydroxide,  etc, presented in anhoter way",5689,copper
714,1474,"Fungicide based on mancozeb or maneb, presented in another way",14843,mancozeb
715,1475,"Fungicide based on chromium, arsenic, copper compounds, presented in another way",4198,chromium
716,1476,"Fungicide based on thiram, presented in another way",14964,thiram
717,1477,"Fungicide based on propiconazole, presented in another way",21327,propiconazole
718,1479,"Herbicide based on 2, 4-dichlorophenoxiacetic, etc",608,dichlorophen
719,6527,"Herbicide based on atrazine, alachlor, diuron or ametrine",5083,alachlor
720,6528,"Herbicide based on glyphosate/its salts, imazaquin, etc",8180,glyphosate
721,6529,"Herbicide based on paraquat dichloride, propanil, etc",14896,paraquat
722,1485,"Other herbicides, presented in another way",20308,herbicides
723,1487,Regulators for plant growth bases on hydrazide,18440,growth
724,1493,Creped natural rubber,40187,natural rubber
725,1498,"Whole leathers/skin of bovine, not split, w<=16kg",27543,leather
726,1499,"Oth.leathers bovines, incl.buffalos, wet split(than grain",639,bovines
727,1510,"Other sawdust and waste, of wood",40490,sawdust
728,1514,"Other tropical wood, sawn/cut in sheets etc.thick.>6mm",18496,pica
729,1517,"Curupay wood, sawn/cut in sheets, etc, thick.>6mm",39856,pay
730,1520,"Sheets for veneering, etc, of other wood",43555,veneer sheets
731,1526,"Other wood boards, cover. sup. with laminates, sheet of plastic",11424,laminates
732,1527,"Fibreboards of wood, not mechanically worked t>5mm, t<9mm",11917,fibreboards
733,1528,"Fibreboards of wood 5mm<thickness<9mm, coverd by protecting film",43185,otec
734,1569,Other machinery for threshing,42549,threshing
735,1571,"Machines for cleaning, sorting or grading eggs, c>=36000/hour",17756,sorting
736,1575,Machinery for processing milk,6385,milk processing
737,1577,Machinery for trituration or grinding of grains,3537,trituration
738,1578,"Oth.machinery f/grinding industry, treatm.of cereals, etc",30451,machinery industry
739,1580,"Wood in the rough, even peeled, or roughly squared, treated with paint, creosote or other preservatives, coniferous",37609,pain
740,1581,"Wood in the rough, even peeled, or roughly squared, treated with paint, creosote or other preservatives, non-coniferous",39169,preservatives
741,1582,"Wood in the rough, even peeled, or roughly squared, pine (Pinus spp.), the largest cross-sectional dimension is equal or greater than 15 cm",38373,pinus
742,1584,"Wood in the rough, even peeled, or roughly squared, (Abies spp.) and spruce (Picea spp.), the largest cross-sectional dimension is equal or greater than 15 cm",422,abies
743,1585,"Wood in the rough of (Abies spp.) and (Picea spp.) even peeled, or roughly squared, (Abies spp.) and (Picea spp.)",38278,picea
744,1588,"Wood in the rough, whether or not stripped of bark or roughly squared, of beech (Fagus spp.), Of which the greatest cross-sectional dimension is 15 cm or more",10878,fagus
745,1589,"Wood in the rough, whether or not stripped of bark or roughly squared, of beech (Fagus spp.), other",10877,beech (fagus)
746,1590,"Wood in the rough, whether or not stripped of bark or sapwood, of bétula (Betula spp.), with the larger cross-sectional dimension of 15 cm or more",44709,betula
747,1592,"Wood in the rough, whether or not stripped of bark or sapwood, of choupo (álamo) (Populus spp.)",39044,populus
748,1594,"Railway or tramway sleepers  mad of wood, not impregnated, of coniferous",3190,sleepers
749,1595,"Railway or tramway sleepers  mad of wood, not impregnated, of non-coniferous",41259,sleep
750,1599,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of abeto (Abies spp.) and of espruce (Picea spp.)",38279,spruce
751,1601,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of canafístula (Peltophorum vogelianum)",46088,peltophorum
752,1602,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of cabreúva Parda (Myrocarpus spp.)",45638,carpus
753,1606,"Made-up tropical wood (with earspots, grooves, fillets, notches, beaded, beaded, beaded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed",21871,pots
754,1607,"Others, with, at least, a outer layer of non-coniferous wood, from spp. Alnus, Fraxinus, Fagus Betula, Prunus, Castanea, Ulmus",12539,alnus
755,1610,"Other machines for boring, numerically controlled",786,erica
756,1612,"Machines for grinding flat surfaces, numerically controlled",34375,grinding
757,1616,Machining centers (manufacturing),45326,manufacturing
758,1617,Mandarins (including tangerines and satsumas),31303,mandarins
759,1618,Clementines,42623,tines
760,1619,Other citrus hybrids,21554,hybrids
761,1620,Ephedra,9103,ephedra
762,1621,"Shark fins, prepared and preserved",4136,fins
763,1624,Wines in containers holding no more than 5 liters,44051,wines
764,1633,Sulfur monochloride,42114,sulfur
765,1638,Oxychlorides,3951,chlorides
766,1639,"Swordfish, marlins, Istiophoridae, fresh or chilled",13813,phoridae
767,1641,"Pargo (Lutjanus purpureus), fresh or chilled",30151,lutjanus
768,1642,"Livers and male gonads, fresh or chilled",18827,gonads
769,1644,"Heads, tails, nataroy bladders and other edible fish products",9948,edible fish
770,1645,"Swordfish, marlins, Istiophoridae, frozen",30283,istiophoridae
771,1650,"Black Hake heads (Dissostichus eleginoides), frozen",29468,dissostichus eleginoides
772,1651,"Hake heads Antarctic (Dissostichus mawsoni), frozen",21044,arctic
773,1652,"Other edible fish byproducts, frozen",1333,byproducts
774,1657,"Blue shark filets (Prionace glauca), frozen",22660,prionace glauca
775,1661,"Fillets of Ling (Molva molva) and zarbo (Brosme brosme), dried, salted or in brine, but not smoked",26482,brosme brosme
776,1664,"Boreogadus saida, Pollachius virens, Molva molva, Molva dypterygia, Brosme brosme, Urophycis blennoides and Melanogrammus aeglefinus, dried, even salted, but not smoked",501,boreogadus
777,1668,"Lobsters (Palinurus spp., Panulirus spp., Jasus spp.), live, fresh or chilled",25251,jasus
778,1671,"Norwegian lobster (Nephrops) (Nephrops norvegicus), live, fresh or chilled",14175,nephrops
779,1672,"Cold water shrimps (Pandalus spp., Crangon crangon), live, fresh or chilled",32384,crangon crangon
780,1674,"Freshwater lobster (Cherax quadricarinatus), live, fresh or chilled",3715,cherax
781,1676,"Lobsters (Palinurus spp., Panulirus spp., Jasus spp.)",29504,lobsters
782,1678,Crabs,5850,spider crabs
783,1679,Norwegian lobster (Nephrops norvegicus),36895,nephrops norvegicus
784,1680,Shrimp,17849,freshwater prawns and shrimps
785,1681,Freshwater lobster (Cherax quadricarinatus),14380,freshwater
786,1688,Fresh/chilled/frozen frogs' legs,1521,legs
787,1689,"Meat of primates, fresh/chilled/frozen",39185,primates
788,1696,"Bacon pork, fresh, chilled or frozen",39054,pork
789,1700,"Fresh/chilled hakes, exc.fish filets oth.fish meat, etc",19334,hakes
790,1702,Fresh/chilled sailfishes,12331,fishes
791,1704,Fresh/chilled wreckfish,40612,wreckfish
792,1706,Fresh/chilled sturgeons,42038,sturgeons
793,1707,Fresh/chilled silversides,41140,sides
794,1709,"Fresh/chilled shad, exc.fish filets oth.fish meat, etc",41074,shad
795,1710,"Fresh/chilled tilapia spp.exc.fish filets, oth.fish meat",42248,pia
796,1711,"Fresh/chilled surubins, exc.fish filets oth.fish meat,",6733,ubi
797,1714,"Other commodities mentioned in Note of subheading 1 of htis Chapter, presented in forms or packings exclusively for direct use in sanitary applications",4589,cations
798,1715,"Commodities based on methamidophos (ISO) or monocrotophos (ISO), presented otherwise",14851,methamidophos
799,1716,"Commodities based on endosulfan (ISO), presented otherwise",14779,endosulfan
800,1717,"Commodities based on alachlor (ISO), presented otherwise",44457,commodities
801,1718,"Commodities based on other substances, presented otherwise",44457,commodities
802,1720,"Maduramicin ammonium in alcoholic solution, from the manufacture of maduramicin",30679,madura
803,1721,Other intermediate products for the manufacture of antibiotics or of vitamins or other products of Heading 29.36,3661,vitamin e
804,1723,"Preparations containing stearoyl benzoyl methane and palmitoyl benzoylmethane, preparations containing caprylate and caprate of propylene glycol",20444,capra
805,1724,Preparations containing triglycerides of caprylic and capric acids,16441,glycerides
806,1725,"Esters of fatty alcohols of C12 to C20 of methacrylic acid and mixtures thereof, esters of monocarboxylic C10 branched with glycerol",16450,glycerol
807,1726,"Mixtures of dimethyl esters of adipic, succinic and glutaric acid, Mixtures of dibasic acids C11 and C12, naphthenic acids, their water-insoluble salts and esters",22164,iba
808,1728,"Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), containing isocyanates of hexamethylene or other isocyanates",10164,distemper
809,1729,"Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), which contain fatty amines from C8 to C22",18665,amines
810,1730,"Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), containing polyethyleneamines and diethylenetriamines, suitable for latex coagulation",5316,coagulation
811,1731,Other mixtures containing polyethyleneamines,11562,polyethylene
812,1732,"Mixtures of mono-, di- and triisopropanolamine",11578,propanol
813,1733,Crosslinkers for silicones,11613,silicones
814,1734,"Other mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers)",43509,varnishes
815,1736,Eutectic mixture of diphenyl and diphenyl oxide,45404,diphenyl
816,1738,"Other distilling, anticorrosive or anti-oxidising mixtures and preparations, Fluids for heat transfer",12828,fluids
817,1739,Defoamers containing tributyl phosphate in isopropyl alcohol solution,273,mers
818,1743,"Goods specified in Note of Subheadings 2 of this Chapter, packed in packages with a net weight content greater than 300 g but not exceeding 7.5 kg, based on alpha-cypermethrin (ISO)",14902,permethrin
819,1747,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-diidroquinolina (TMQ)",44315,"2,4-d"
820,1748,"Antioxidants preparations and other compounds stabilizers, for rubber, containing derivatives N-substituted of p-phenylenediamine",8234,oxidants
821,1749,"Antioxidants preparations and other compounds stabilizers, for rubber, containing alkyl phosphate, of aryl or alkyl-aryl",36852,antioxidants
822,1750,"Antioxidants preparations and other compounds stabilizers, for rubber",41806,stabilizers
823,1752,Other anti-oxidising preparations and other compound stabilizers for rubber or plastics,38598,plastics
824,1753,"Goods containing aldrin, camphechlor, chlordane, chlordecone, DDT, 1,1,1-trichloro-2,2-bis (p-chlorophenyl) ethane), dieldrin, endosulfan, endrin, heptachlor or mirex (ISO)",14702,camphechlor
825,1754,"Goods containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, DCI)",14817,hch
826,1755,"Other alkaloids, natural or produced by synthesis, and their salts, esters and other derivatives",10087,alkaloids
827,1756,Diagnostic kits to detect malaria,15463,alaria
828,1757,Antiophidic and other anti poisons,41537,sons
829,1758,Antitetanus,37040,anus
830,1761,Antidiphtherial,9516,eria
831,1764,Anti-Rh immunoglobulin,43355,uno
832,1765,Other serum immunoglobulins,16320,globulins
833,1767,"Serum albumin, in gel form, for preparing diagnostic reagents",35973,agents
834,1768,"Other fractions of blood, except those prepared as medicines",7105,medicines
835,3309,Plasmin (fibrinolysin),881,fibrinolysin
836,3310,Urokinase,10821,urokinase
837,1772,"Immunoglobulin and histamine chloridrate, associated",20795,histamine
838,1776,"Immunological products, unmixed, not in measured doses or put up for retail sale",16603,measure
839,1777,"Monoclonal antibodies in buffer solution containing bovine albumin, not in measured doses or put up for retail sale",35359,antibodies
840,1778,"Other immunological products, mixed, not in measured doses or put up for retail sale",16788,logic
