,id_1,source_1,id_2,source_2
513,1071,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",15451,rq
514,1074,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances",40024,resins
515,1076,"Particle board and similar board; of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",45441,materials
516,1077,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm",6591,density
517,1086,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, not containing an outer ply of non-coniferous or tropical wood (as specified in subheading note 1, chapter 44, customs tariff)",12373,tropical wood
518,1088,"Cork; natural cork, raw or simply prepared",5801,cork
519,1090,"Cork,  articles of natural cork other than corks and stoppers",11376,stoppers
520,1091,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",11455,cylinders
521,1093,"Wood pulp,  mechanical wood pulp",32723,mechanical pulp
522,1094,"Wood pulp; chemical wood pulp, dissolving grades",6934,dissolving
523,1095,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood",3680,soda pulp
524,1096,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood",39696,pulp
525,1099,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood",3683,sulphite pulp
526,1103,"Wood pulp,  semi-chemical",3679,chemical pulp
527,1104,"Pulp,  of fibres derived from recovered (waste and scrap) paper or paperboard",12016,fibres
528,1106,"Pulp; of fibrous cellulosic material (other than wood or cotton linters pulp), mechanical",41619,lulo
529,1108,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",37797,paper
530,1109,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",32225,mass
531,1110,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",17349,journals
532,1111,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",37806,paperboard
533,1112,"Newsprint,  in rolls or sheets",37066,newsprint
534,1121,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",5979,fibre content
535,1129,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets",48854,layers
536,1135,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, 4810 or 4818",9980,asphalt
537,1136,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.s. in chapter 48, in rolls or sheets",3172,cellulose
538,1138,"Silk,  silk-worm cocoons suitable for reeling",21095,cocoons
539,1139,"Silk,  raw silk (not thrown)",41273,silk
540,1142,"Wool; (not carded or combed), greasy (including fleece-washed wool), shorn",44232,fleece
541,1147,"Hair; fine animal hair, not carded or combed, of kashmir (cashmere) goats",5091,cashmere
542,1148,"Hair; fine animal hair, not carded or combed, other than of kashmir (cashmere) goats",25272,kashmir
543,1162,"Flax; raw or retted, but not spun",12625,flax
544,1166,"Hemp (cannabis sativa L.); raw or retted, but not spun",1745,canna
545,1167,"Hemp (cannabis sativa L.); processed (other than retted) (but not spun), true hemp tow and waste (including yarn waste and garnetted stock)",1772,cannabis
546,1168,"Jute and other textile bast fibres; raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)",14026,nabis
547,1170,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",20316,hemp
548,1174,"Skins and other parts of birds with their feathers or down; feathers, parts of feathers, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",654,down
549,1175,"Tools, hand; n.e.s. in heading no. 8201, of a kind used in agriculture, horticulture or forestry",6245,agriculture
550,1178,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes",3750,weeders
551,1179,"Seeders, planters and transplanters",9011,planters
552,1181,"Rollers,  for lawns or sports-grounds",1514,law
553,1182,"Machinery,  parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds",6220,cultivation
554,1183,"Mowers,  n.e.s. in item no. 8433.1 (including cutter bars for tractor mounting)",8903,cutter bars
555,1184,Haymaking machinery,5551,haymaking
556,1185,"Balers; straw or fodder balers, including pick-up balers",20746,fodder
557,1186,Combine harvester-threshers,42671,threshers
558,1187,"Threshing machinery,  other than combine harvester-threshers",9353,machinery
559,1188,"Harvesting machinery,  for roots or tubers",19694,harvesting
560,1190,"Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce",5215,cleaning
561,1191,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers",35809,mowers
562,1192,Milking machines,34420,milking
563,1194,"Milking machines and dairy machinery,  parts thereof",34431,milking machines
564,1195,"Machinery,  for preparing animal feeding stuffs",11560,animal feed
565,1196,"Poultry-keeping machinery,  other than incubators and brooders",8932,incubators
566,1197,"Machinery; for agricultural, horticultural or forestry use and n.e.s. in heading no. 8436",13865,forestry
567,1198,"Machinery,  parts of poultry-keeping machinery or poultry incubators and brooders",8950,brooders
568,1199,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.s. in heading no. 8436",40049,rest
569,1200,"Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables",17843,grading
570,1201,"Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery",23044,industry
571,1202,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)",36087,arts
572,1203,"Tractors,  track-laying",9088,track laying tractors
573,1204,"Tractors,  nes in heading no 8701 (other than tractors of heading no 8709)",42852,tractors
574,1255,"Shrimp of cold water (pandalus spp.), whole, frozen",37753,pandalus
575,1259,"Integral milk, powder, etc.fat cont>1, 5%, conc.added sugar",7053,milk powder
576,1264,Butter,1292,butter oil
577,1266,"Fresh (unripened or uncured) cheese, muzzarella type",44500,fresh cheese
578,1282,"Fresh, etc.bladders and stomach of anim.exc.fish",45677,bladder
579,1287,Orchids cuttings and slips,37485,orchids
580,1403,Malting barley,1654,malting
581,1446,"Peanuts shelled, whether or not broken",1155,peanuts
582,1448,"Low erucic acid rape seeds, for sowing",9674,erucic acid
583,1458,"Other sesamum seeds, whether or not broken",40914,sesamum
584,1479,"Oregano, fresh or dried forperfumery, medicine, etc.",18701,oregano
585,1480,"Oth.plants/part, fresh/dried, forperfumery, medicine, etc",32854,medicine
586,1482,Stevia rebaudiana,8052,stevia
587,1487,"Other gums,  resins,  gum-resins,  oleoresins,  natural",37416,oleoresins
588,1491,Juices and extracts of ginkgo biloba dried,1076,ginkgo
589,1494,"Juices and extracts, of silymarin",19716,silymarin
590,1495,Juice/extracts of pyrethrum/the root of plant containing rotenone,40282,rotenone
591,1500,"Beef tallow, crude",44523,beef
592,1513,"Olive oil, refined",8807,olive oil
593,1524,"Palm kernel oil, crude",8498,oil palm
594,1526,Other babassu oil,40802,babassu oil
595,1531,"Maize (corn) oil, refined, in container with capacity<=5l",12428,maize oil
596,1546,"Rooster/chicken, uncooked, meat > 57% weight",7260,chicken meat
597,1553,"Prepared preserved, of sardines, whole or in pieces",40591,sardines
598,1572,Chemically pure glucose,16469,glucose
599,1583,"Chewing gums, without cocoa, whether or n/sugar-coated",19030,gums
600,1585,"Chocolates, caramels, sweets, tablets, not containing cocoa",11393,caramel
601,1586,"Oth.products sugar confectionery, no cocoa",5629,confectionery
602,1600,"Modified milk, preparations for infant use",2797,nfa
603,1644,Mashed banana (Musa spp.),36131,musa
604,1672,"Peach juice with Brix value not less than 60, with added sugar and other sweeteners or not",39802,sweeteners
605,1673,Passion fruit juice (Passiflora edulis) with added sugar and other sweeteners or not,12778,flora
606,1682,"Leveduras vivas ""saccharomyces boulardii""",40411,saccharomyces
607,1693,"Mayonnaise immediate packings, weighing<= 1kg",1707,mayonnaise
608,1696,"Other condiments and mixed seasonings, composed",3099,seas
609,1705,Other preparations for elaboration of drinks,26366,labor
610,1709,"Chewing gum, without sugar",3767,chewing gum
611,1710,"Caramels, sweets, tablets and similar prod., ithout sugar",42221,sweets
612,1716,"Wine of fresh grapes, ""champagne"" type",1671,amp
613,1717,Other wine of fresh grapes and sparkling,44805,apes
614,1719,Grape must,11602,grape must
615,1722,Cider,4645,ciders
616,1723,Oth.ferm.beverages and mixtures of ferm.beverages,44871,beverages
617,1724,"Ethyl alcohol, not undenatured, water content<=1%",16005,alcohol content
618,1725,"Other ethyl alcohol, not undenatured",800,ethyl alcohol
619,1726,Ethyl alcohol with water content <= 1% volume,43927,volume
620,1734,"Flours, meals and pellets, of meat, unfit forhuman consump.",2798,nfi
621,1753,"Complete/composed foods, for animals",13561,foods
622,1754,"Preparations containing xylanase and betagluconase, with support of wheat flour",44822,beta
623,1755,Other preparations for animal feeding,28234,animal feeding
624,1756,"Unman.tobac.n/stem./stripped, leaves, wit.drying, unfer",7297,drying
625,1757,"Unman.wrapper tobacco n/stemmed, n/stripped, leaves, etc",27661,leaves
626,1769,Sulphuric acid,42246,sulphuric acid
627,1770,Phosphoric acid with tenor of iron<750 ppm,24197,iron
628,4162,Hexachlorobenzene,14901,hcb (hexachlorobenzene)
629,1780,Lecithins and other phosphoaminolipids,27694,lecithins
630,1781,Diuron,14861,diuron
631,1783,Aspartam,7570,aspartame
632,1784,Other thiocarbamates,1989,thiocarbamates
633,1785,Ziram and sodium dimethyldithiocarbamate,41000,ziram
634,1786,Zinc diethyldithiocarbamate,6742,diet
635,1787,Zinc dibutyldithiocarbamate,44403,zinc
636,1790,Quercetin,19969,quercetin
637,1794,"Other phenylbutazone, its salts",2260,phenylbutazone
638,1800,Oth.heterocyclic comp.w/fluorine and/or br.coval.bond.,12936,fluorine
639,1801,Picloram,14998,picloram
640,1802,Chlorpyrifos,14820,chlorpyrifos
641,1805,(2-methyl-3-chloroaniline)nicotinic acid/lysine salts,30435,lysine
642,1808,Mazetapir (rs)-5-ethyl-2-(4-isopropyl-4-methyl-5-etc.,7803,tapir
643,1816,Isoniazid,1402,isoniazid
644,1821,"Enrofloxacin, piperazine salts",38550,piper
645,1822,Fluorouracil,12956,fluorouracil
646,1824,Diazinon,14836,diazinon
647,1826,6-mercaptopurine,43553,urine
648,1828,Trimethoprim,43033,trimethoprim
649,1836,Atrazine,14756,atrazine
650,1837,Simazine,15023,simazine
651,1838,Cyanazine,14827,cyanazine
652,1839,Oth.heteroc.comp.triazine ring with chlorine coval.bond,4007,chlorine
653,1840,"N, n, n-trihydroxyethylhexahydrotriazine",28414,lh
654,1841,Metribuzin,14947,metribuzin
655,1843,Ametryn,14745,ametryn
656,1847,"2, 2'-dithiobis(benzothiazole)(benzothiazole disulphide)",18576,disul
657,1851,2-(4-morpholinylthio)benzothiaz.(n-oxydiethyleneben.etc,10017,ethylene
658,1854,Oth.heterocyclic compounds with benzothiazole ring,20517,heterocyclic compounds
659,1862,"Sodium nitrate, natural, containing nitrogen<=16.3%",41449,sodium
660,1872,"Other mineral or chemical fertilisers, potassic",11850,fertilisers
661,1876,Diammonium hydrogenorthophosphate arsenic>=6mg/kg,39528,arsenic
662,1889,"Essential oil, of japanese mint (mentha arvensis)",25304,japan
663,1890,"Essential oil,  of ""mentha spearmint""(mentha viridis l)",33366,mentha
664,1894,"Essential oil, of guaiacum (bulnesia sarmientoi)",17570,sar
665,1896,"Essential oil, of palmarosa",40267,rosa
666,1899,"Essential oil, of eucalyptus",10081,eucalyptus
667,1900,"Other essential oils, of lavender",27503,lavender
668,1902,Other essential oils,9880,essential oils
669,1908,Other caseinates and other casein derivatives,2516,caseinates
670,1920,Insecticide based on acephate presented in another way,14738,acephate
671,1921,"Insecticide based on cypermethrins/permethrin, other way",14831,cypermethrin
672,1922,"Insecticide based on aluminium phosphide, presented in another way",15257,aluminium
673,1923,"Insecticide based on trichlorfon or dichlorvos, presented in another way",14843,dichlorvos
674,1926,"Fungicide based on copper hydroxide,  etc, presented in anhoter way",5747,copper
675,1928,"Fungicide based on mancozeb or maneb, presented in another way",14928,mancozeb
676,1929,"Fungicide based on chromium, arsenic, copper compounds, presented in another way",4250,chromium
677,1930,"Fungicide based on thiram, presented in another way",15049,thiram
678,1931,"Fungicide based on propiconazole, presented in another way",21417,propiconazole
679,1933,"Herbicide based on 2, 4-dichlorophenoxiacetic, etc",610,dichlorophen
680,6161,"Herbicide based on atrazine, alachlor, diuron or ametrine",5139,alachlor
681,6162,"Herbicide based on glyphosate/its salts, imazaquin, etc",8246,glyphosate
682,6163,"Herbicide based on paraquat dichloride, propanil, etc",14981,paraquat
683,1939,"Other herbicides, presented in another way",20397,herbicides
684,1941,Regulators for plant growth bases on hydrazide,18529,growth
685,1954,Creped natural rubber,40300,natural rubber
686,1959,"Whole leathers/skin of bovine, not split, w<=16kg",27638,leather
687,1961,"Oth.leathers bovines, incl.buffalos, wet split(than grain",641,bovines
688,1982,"Other sawdust and waste, of wood",40607,sawdust
689,1988,"Other tropical wood, sawn/cut in sheets etc.thick.>6mm",18585,pica
690,1995,"Curupay wood, sawn/cut in sheets, etc, thick.>6mm",39969,pay
691,2007,"Other wood boards, cover. sup. with laminates, sheet of plastic",11509,laminates
692,2009,"Fibreboards of wood, not mechanically worked t>5mm, t<9mm",12002,fibreboards
693,2102,Other machinery for threshing,42674,threshing
694,2104,"Machines for cleaning, sorting or grading eggs, c>=36000/hour",17844,sorting
695,2108,Machinery for processing milk,6445,milk processing
696,2117,Machinery for trituration or grinding of grains,3581,trituration
697,2118,"Oth.machinery f/grinding industry, treatm.of cereals, etc",30546,machinery industry
698,0,"Wood in the rough, even peeled, or roughly squared, treated with paint, creosote or other preservatives, coniferous",37713,pain
699,1,"Wood in the rough, even peeled, or roughly squared, treated with paint, creosote or other preservatives, non-coniferous",39279,preservatives
700,2,"Wood in the rough, even peeled, or roughly squared, pine (Pinus spp.), the largest cross-sectional dimension is equal or greater than 15 cm",38478,pinus
701,4,"Wood in the rough, even peeled, or roughly squared, (Abies spp.) and spruce (Picea spp.), the largest cross-sectional dimension is equal or greater than 15 cm",424,abies
702,5,"Wood in the rough of (Abies spp.) and (Picea spp.) even peeled, or roughly squared, (Abies spp.) and (Picea spp.)",38383,picea
703,8,"Wood in the rough, whether or not stripped of bark or roughly squared, of beech (Fagus spp.), Of which the greatest cross-sectional dimension is 15 cm or more",10962,fagus
704,9,"Wood in the rough, whether or not stripped of bark or roughly squared, of beech (Fagus spp.), other",10961,beech (fagus)
705,10,"Wood in the rough, whether or not stripped of bark or sapwood, of bétula (Betula spp.), with the larger cross-sectional dimension of 15 cm or more",44844,betula
706,12,"Wood in the rough, whether or not stripped of bark or sapwood, of choupo (álamo) (Populus spp.)",39154,populus
707,14,"Railway or tramway sleepers  mad of wood, not impregnated, of coniferous",3224,sleepers
708,15,"Railway or tramway sleepers  mad of wood, not impregnated, of non-coniferous",41378,sleep
709,19,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of abeto (Abies spp.) and of espruce (Picea spp.)",38384,spruce
710,21,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of canafístula (Peltophorum vogelianum)",46243,peltophorum
711,22,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of cabreúva Parda (Myrocarpus spp.)",45784,carpus
712,27,"Others, with, at least, a outer layer of non-coniferous wood, from spp. Alnus, Fraxinus, Fagus Betula, Prunus, Castanea, Ulmus",12624,alnus
713,30,"Other machines for boring, numerically controlled",788,erica
714,32,"Machines for grinding flat surfaces, numerically controlled",34474,grinding
715,36,Machining centers (manufacturing),45467,manufacturing
716,37,Mandarins (including tangerines and satsumas),31398,mandarins
717,38,Clementines,42748,tines
718,39,Other citrus hybrids,21644,hybrids
719,40,Ephedra,9186,ephedra
720,41,"Shark fins, prepared and preserved",4188,fins
721,44,Wines in containers holding no more than 5 liters,44180,wines
722,53,Sulfur monochloride,42239,sulfur
723,58,Oxychlorides,4003,chlorides
724,59,"Swordfish, marlins, Istiophoridae, fresh or chilled",13898,phoridae
725,61,"Pargo (Lutjanus purpureus), fresh or chilled",30246,lutjanus
726,62,"Livers and male gonads, fresh or chilled",18916,gonads
727,64,"Heads, tails, nataroy bladders and other edible fish products",10031,edible fish
728,65,"Swordfish, marlins, Istiophoridae, frozen",30378,istiophoridae
729,70,"Black Hake heads (Dissostichus eleginoides), frozen",29563,dissostichus eleginoides
730,71,"Hake heads Antarctic (Dissostichus mawsoni), frozen",21133,arctic
731,72,"Other edible fish byproducts, frozen",1339,byproducts
732,77,"Blue shark filets (Prionace glauca), frozen",22750,prionace glauca
733,81,"Fillets of Ling (Molva molva) and zarbo (Brosme brosme), dried, salted or in brine, but not smoked",26577,brosme brosme
734,84,"Boreogadus saida, Pollachius virens, Molva molva, Molva dypterygia, Brosme brosme, Urophycis blennoides and Melanogrammus aeglefinus, dried, even salted, but not smoked",503,boreogadus
735,88,"Lobsters (Palinurus spp., Panulirus spp., Jasus spp.), live, fresh or chilled",25345,jasus
736,91,"Norwegian lobster (Nephrops) (Nephrops norvegicus), live, fresh or chilled",14260,nephrops
737,92,"Cold water shrimps (Pandalus spp., Crangon crangon), live, fresh or chilled",32482,crangon crangon
738,94,"Freshwater lobster (Cherax quadricarinatus), live, fresh or chilled",3761,cherax
739,96,"Lobsters (Palinurus spp., Panulirus spp., Jasus spp.)",29599,lobsters
740,98,Crabs,5909,spider crabs
741,99,Norwegian lobster (Nephrops norvegicus),36994,nephrops norvegicus
742,100,Shrimp,17937,freshwater prawns and shrimps
743,101,Freshwater lobster (Cherax quadricarinatus),14465,freshwater
744,147,Fresh/chilled/frozen frogs' legs,1529,legs
745,148,"Meat of primates, fresh/chilled/frozen",39295,primates
746,158,"Bacon pork, fresh, chilled or frozen",39164,pork
747,165,"Fresh/chilled hakes, exc.fish filets oth.fish meat, etc",19423,hakes
748,167,Fresh/chilled sailfishes,12416,fishes
749,169,Fresh/chilled wreckfish,40729,wreckfish
750,171,Fresh/chilled sturgeons,42161,sturgeons
751,172,Fresh/chilled silversides,41259,sides
752,174,"Fresh/chilled shad, exc.fish filets oth.fish meat, etc",41191,shad
753,175,"Fresh/chilled tilapia spp.exc.fish filets, oth.fish meat",42373,pia
754,176,"Fresh/chilled surubins, exc.fish filets oth.fish meat,",6793,ubi
755,179,"Other commodities mentioned in Note of subheading 1 of htis Chapter, presented in forms or packings exclusively for direct use in sanitary applications",4643,cations
756,180,"Commodities based on methamidophos (ISO) or monocrotophos (ISO), presented otherwise",14936,methamidophos
757,181,"Commodities based on endosulfan (ISO), presented otherwise",14864,endosulfan
758,182,"Commodities based on alachlor (ISO), presented otherwise",44592,commodities
759,183,"Commodities based on other substances, presented otherwise",44592,commodities
760,185,"Maduramicin ammonium in alcoholic solution, from the manufacture of maduramicin",30774,madura
761,186,Other intermediate products for the manufacture of antibiotics or of vitamins or other products of Heading 29.36,3705,vitamin e
762,189,Preparations containing triglycerides of caprylic and capric acids,16526,glycerides
763,190,"Esters of fatty alcohols of C12 to C20 of methacrylic acid and mixtures thereof, esters of monocarboxylic C10 branched with glycerol",16535,glycerol
764,191,"Mixtures of dimethyl esters of adipic, succinic and glutaric acid, Mixtures of dibasic acids C11 and C12, naphthenic acids, their water-insoluble salts and esters",22254,iba
765,194,"Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), which contain fatty amines from C8 to C22",18754,amines
766,195,"Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), containing polyethyleneamines and diethylenetriamines, suitable for latex coagulation",5372,coagulation
767,196,Other mixtures containing polyethyleneamines,11647,polyethylene
768,197,"Mixtures of mono-, di- and triisopropanolamine",11663,propanol
769,198,Crosslinkers for silicones,11698,silicones
770,199,"Other mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers)",43637,varnishes
771,201,Eutectic mixture of diphenyl and diphenyl oxide,45545,diphenyl
772,203,"Other distilling, anticorrosive or anti-oxidising mixtures and preparations, Fluids for heat transfer",12913,fluids
773,204,Defoamers containing tributyl phosphate in isopropyl alcohol solution,275,mers
774,208,"Goods specified in Note of Subheadings 2 of this Chapter, packed in packages with a net weight content greater than 300 g but not exceeding 7.5 kg, based on alpha-cypermethrin (ISO)",14987,permethrin
775,212,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-diidroquinolina (TMQ)",44449,"2,4-d"
776,213,"Antioxidants preparations and other compounds stabilizers, for rubber, containing derivatives N-substituted of p-phenylenediamine",8300,oxidants
777,214,"Antioxidants preparations and other compounds stabilizers, for rubber, containing alkyl phosphate, of aryl or alkyl-aryl",36951,antioxidants
778,215,"Antioxidants preparations and other compounds stabilizers, for rubber",41928,stabilizers
779,217,Other anti-oxidising preparations and other compound stabilizers for rubber or plastics,38706,plastics
780,218,"Goods containing aldrin, camphechlor, chlordane, chlordecone, DDT, 1,1,1-trichloro-2,2-bis (p-chlorophenyl) ethane), dieldrin, endosulfan, endrin, heptachlor or mirex (ISO)",14787,camphechlor
781,219,"Goods containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, DCI)",14902,hch
782,220,"Other alkaloids, natural or produced by synthesis, and their salts, esters and other derivatives",10170,alkaloids
783,221,Diagnostic kits to detect malaria,15548,alaria
784,222,Antiophidic and other anti poisons,41658,sons
785,223,Antitetanus,37139,anus
786,226,Antidiphtherial,9599,eria
787,229,Anti-Rh immunoglobulin,43483,uno
788,230,Other serum immunoglobulins,16405,globulins
789,232,"Serum albumin, in gel form, for preparing diagnostic reagents",36072,agents
790,233,"Other fractions of blood, except those prepared as medicines",7166,medicines
791,2733,Plasmin (fibrinolysin),883,fibrinolysin
792,2734,Urokinase,10905,urokinase
793,237,"Immunoglobulin and histamine chloridrate, associated",20884,histamine
794,241,"Immunological products, unmixed, not in measured doses or put up for retail sale",16688,measure
795,242,"Monoclonal antibodies in buffer solution containing bovine albumin, not in measured doses or put up for retail sale",35458,antibodies
796,243,"Other immunological products, mixed, not in measured doses or put up for retail sale",16874,logic
797,245,"Basiliximab (DCI), bevacizumab (DCI), daclizumab (DCI), etanercept (DCI), gemtuzumab ozogamicin (DCI), oprelvekin (DCI), rituximab (DCI), trastuzumab (DCI)",45349,basil
798,247,"Other anti serums, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",2602,processes
799,248,"Medications containing ephedrine or its salts, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale",6732,ephedrine
800,251,"Phosphide, chemically defined or not, aluminum",15258,aluminum
801,252,"Phosphide, chemically defined or not, magnesium",30806,magnesium
802,259,"Other halogenated derivatives of hydrocarbons cyclanes, cyclenes or cycle terpheniques",19463,halogenated hydrocarbons
803,260,Pentachlorobenzene (ISO),44721,benzene
804,261,Hexabromobiphenyl,45544,biphenyl
805,264,Perfluorooctane sulphonate of lithium,29313,lithium
806,4363,Trichloronitromethane (chloropicrin),33855,methane
807,278,P-toluenesulfonyl chloride (tosyl chloride),42785,toluene
808,280,"Other derivatives sulphonated, nitrated or nitrosated of hydrocarbons, whether or not halogenated",21778,hydrocarbons
809,281,Endrin (ISO),14865,endrin
810,283,Chlordecone (ISO),14810,chlordecone
811,317,Other tractors with an engine power not exceeding 18 kW,8928,power
812,320,"Tractors specially designed to drag logs (log skidders), with an engine power exceeding 75 kW, but not exceeding 130 kW",8485,skidders
813,322,"Tractors specially designed to drag logs (log skidders), with engines of more than 130 Kw",35717,engines
814,324,"Vehicles for the transport of ten or more persons, including the driver, equipped for propulsion simultaneously with a compression-ignition internal combustion piston engine (diesel or semi-diesel) and an electric motor",5553,combustion
815,325,"Vehicles for the transport of ten or more persons, including the driver, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor",36012,person
816,327,"Other motor vehicles for the transport of ten or more persons, including the driver, only with electric motor for propulsion",41869,sport
817,328,"Other motor vehicles for the transport of ten or more persons, including the driver",42905,transport
818,329,"Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition (spark) and an electric motor, except those likely to be charged by connecting to an external power source",43679,vehicles
819,331,"Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor, capable of being loaded by connection to an external source of electricity",8529,electricity
820,334,"Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, printed",22427,war
821,336,"Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, not exceeding 0.5%",5402,coating
822,337,"Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, exceeding 0.5% but not more than 10%",10214,absorption
823,341,Portable sprayers for agriculture or horticulture,21270,horticulture
824,342,Other sprayers for agriculture or horticulture,41880,sprayers
825,343,Sprinklers and sprinkler irrigation systems for agriculture or horticulture,16999,systems
826,344,"Monitors with cathode ray tube, capable of being connected directly to an automatic data processing machine of Heading 8471 and designed for use with this machine, monochromatic",39319,processing
827,346,"Other monitors, capable of being connected directly to an automatic data processing machine of Heading 8471 and designed for use with this machine, monochromatic",37332,ochroma
828,383,"Marlin (istiophorus spp, tetrapturus spp, makaira spp)",30907,makaira
829,385,"Atlantic wreckfish(polyprion americanus),fresh or chil.",39111,polyprion
830,386,"Groupers (acanthistius spp.), fresh or chilled",18503,groupers
831,387,"Sturgeon (acipenser baeri), fresh or chilled",22211,acipenser baeri
832,388,"Sand smelt (atherina spp.), fresh or chilled",40510,sand
833,390,"Tilapias (tilapia,sarotherodon,danakilia), its hybrids",9848,sarotherodon
834,391,"Surubins (pseudoplatystoma spp.), fresh or chilled",45330,bins
835,394,"Tainhas (mugil spp.), fresh or chilled",35942,mugil
836,396,"Pescadas (cynocion spp.), fresh or chilled",21234,scad
837,398,"Jau (brachyplatystoma flavicans), fresh or chilled",1798,cans
838,409,"Vieiras (Scallops), including the North American one, and other mollusks of the genres Pecten, Chlamys or Placopecten, frozen",35107,mollusks
839,410,"Mussels (Mytilus spp., Perna spp.), frozen",36828,mytilus
840,412,"Squids (lulas), frozen",41899,squids
841,417,"Amêijoas, berbigões and arcas (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), frozen",10991,families
842,418,"Estrombos (Strombus spp.), live, fresh or chilled",8186,strombus
843,419,"Abalones (Haliotis spp.), frozen",36377,abalones
844,424,"Stichopus japonicus, Holothuroidea, frozen",12327,holothuroidea
845,425,"Urchins from the sea (Strongylocentrotus spp., Paracentrotus lividus, Lox Echinus albums, Echinus esculentus), frozen",7890,echinus
846,3654,"Theobromine and its derivatives, salts thereof",1011,bromine
847,427,"Pilocarpine, the nitrate and its chloridrate",2347,pilocarpine
848,428,Pilocarpine salts,22462,ilo
849,432,"Other newsprint paper, in rolls or sheets, of weight less than or equal to 57 g/m2, wherein 65% or more, by weight, of the total fiber content consists of wood fibers obtained by mechanical process",12015,fibers
850,433,"Other yarn, single, with a twist exceeding 50 turns per meter, polypropylene",7535,polypropylene
851,436,"Cables of artificial filament, made of viscose rayon",2845,rayon
852,438,"Synthetic staple fibers, carded, combed or otherwise processed for spinning, polypropylene",41838,spinning
